jobs
job_id,title,company,location,employment_type,experience_level,job_description_raw,posted_date,source,source_link
819fc98b-0432-48a7-931e-59bab016b875,Software Engineer I / II - San Francisco ,Giga,"San Francisco, CA",Contract,Entry-level,"About the job
About GigaGiga has recently raised a $61M Series A and has several paying customers, including DoorDash. We’re building the next generation of customer experience — real-time AI agents that can understand emotion, resolve issues instantly, and scale across the world’s largest enterprises.It’s an exciting inflection point for the company. While we have been successful, we have larger ambitions. Our goal is to become the go-to AI platform for all enterprise automation, powered by our voice superintelligence. To achieve this, we need more great engineers.The work affects millions of people every day and our engineers have autonomy and make true impact. This opportunity is unique because we have brilliant founders, have found commercial success, and see a clear path to becoming a generational company. Some further info about us:
Voice AI startup Giga raises $61M Series A
DoorDash and Giga Partnership
Giga builds AI agents trusted by the largest B2C companies in the world. Industry leaders like DoorDash trust Giga with their most complex support and operations workflows across voice, chat, and email. If being a part of this resonates with you, please apply!

The Role

We're looking for software engineers to help build the systems that power our AI agents. You'll work across the backend, from data pipelines and integrations to agent infrastructure, shipping features alongside experienced engineers who will help you grow.

This is a role where you'll contribute to real problems from day one. We expect you to ramp up quickly, take ownership of your work, and operate with increasing independence as you learn the codebase.

What You'll Work On

You'll contribute to projects across our stack. Some examples:

Atlas: Building features for our AI assistant: charts and alerts in Slack, natural language queries, and expanding Atlas to manage platform resources
Activity Stream: Log visualization with filters, timestamps, and frequency charts to give visibility into agent behavior
Dynamic knowledge: Adding time-based knowledge (like ongoing incidents) that auto-updates from sources like status pages
Agent memory: Conversation awareness and recent interaction lookups so agents remember context across sessions
As an early-career engineer, you'll be paired with senior engineers on larger initiatives while also owning smaller projects end-to-end as you ramp up.

You Might Be a Fit If You

Have 1-3 years of professional software engineering experience
Are curious and ask good questions—you want to understand why things work, not just how
Can take feedback well and iterate quickly
Prefer shipping over perfection but still care about quality
Want to grow at a startup where you'll have real responsibility early
Perks & Benefits

Catered lunch daily
Dinner stipend
$150/month wellness benefit (gym, fitness classes, mental health)
401(k) plan
Paid parental leave (12 weeks maternal, 6 weeks paternal)
Commuter benefits
Medical, dental, and vision coverage
Giga is an equal opportunity employer. We're committed to providing equal employment opportunities regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, veteran status, or any other characteristic protected by law.

Compensation Range: $160K - $250K

",2026-03-12,Ashby,https://jobs.ashbyhq.com/GigaML/96f0c2f8-3d97-4763-ab46-b6af6ad8b2e7/application?utm_source=6p28rgeQLE
2e15e2bf-c7ad-4e1e-82fa-2cd7ab715579,Software Engineer,Thomson Keene,New York City Metropolitan Area,Internship,Entry-level,"About the job

A newly formed AI organisation within a top-tier asset manager is building the future of intelligent tooling for investment management — and we're looking for a Software Engineer to help lead that charge. You'll join a cross-functional squad of data scientists, engineers, and UX specialists, building AI agents that empower research analysts, portfolio managers, and global sales teams. You'll also help business partners build their own agents via low-code tooling — so your work scales beyond the team.
What we're looking for:
Strong OOP fundamentals in Python, Java, or JavaScript — you write clean, tested, production-quality code
Hands-on AI experience (professional or personal) and genuine enthusiasm for where the technology is heading
Exceptional communication skills — there are no BAs here; you'll present directly to stakeholders and external clients, so your CV should clearly articulate how you've used technology, not just what you've used
A collaborative, high-energy mindset — this team mentors, debates, and builds together
Finance background? Not required. Passion for AI and quality engineering? Non-negotiable",2026-03-16,LinkedIn,https://www.linkedin.com/jobs/view/4381485864
2faaae1b-bec5-4cfc-be4e-4cb983e8f2cd,,Vercel,"Pittsburgh, PA",Full-time,Entry-level,"JUNIOR DATA SCIENTIST
Vercel | Pittsburgh, PA | Full-time

ABOUT THE ROLE
We're looking for a Junior Data Scientist to join our growing team at Vercel. You'll work alongside experienced data engineers and product teams to extract insights from our vast dataset and help drive data-informed decisions across the platform. This is an excellent opportunity to grow your skills in a fast-paced, mission-driven environment where the work directly impacts how developers build and deploy applications.

RESPONSIBILITIES
• Develop and maintain data pipelines and ETL processes to support analytics infrastructure and reporting dashboards
• Conduct exploratory data analysis to identify trends, patterns, and anomalies in user behavior and product metrics
• Collaborate with product and engineering teams to define success metrics and translate business questions into analytical problems
• Build predictive models and statistical analyses to support product optimization and decision-making
• Document analyses, methodologies, and findings clearly for both technical and non-technical stakeholders
• Participate in code reviews and contribute to improving data quality and system reliability
• Stay current with industry best practices and emerging tools in the data science ecosystem

QUALIFICATIONS
• Bachelor's degree in Data Science, Statistics, Mathematics, Computer Science, or related field (or equivalent professional experience)
• Strong proficiency in Python and SQL; demonstrable experience writing production-quality code
• Solid understanding of statistical methods, A/B testing, and experimental design
• Experience with data visualization tools (Tableau, Metabase, or similar) and communicating insights visually
• Familiarity with big data tools and cloud platforms (AWS, GCP, or Azure is a plus)
• Excellent communication skills and ability to work cross-functionally with diverse teams
• Portfolio or GitHub showcasing data science projects, coursework, or competitive analysis work

NICE TO HAVE
• Experience with ML frameworks (scikit-learn, TensorFlow, PyTorch) or causal inference methods
• Exposure to real-time data processing systems or streaming analytics
• Previous internship or industry experience in data science or analytics
• Familiarity with Vercel's platform or the modern web development ecosystem

BENEFITS
We offer competitive compensation, comprehensive health coverage, generous equity packages, flexible work arrangements, professional development opportunities, and access to collaborative teams in our vibrant Pittsburgh office. Join us in building the future of web development.",2026-03-16,Glassdoor,
748c71c9-d1fd-4bad-9d57-39564f531a00,New Graduate Software Engineer - Sunnyvale,Cerebras,"Sunnyvale, CA",Hybrid,New Grad,"Cerebras Systems builds the world's largest AI chip, 56 times larger than GPUs. Our novel wafer-scale architecture provides the AI compute power of dozens of GPUs on a single chip, with the programming simplicity of a single device. This approach allows Cerebras to deliver industry-leading training and inference speeds and empowers machine learning users to effortlessly run large-scale ML applications, without the hassle of managing hundreds of GPUs or TPUs.  
Cerebras' current customers include top model labs, global enterprises, and cutting-edge AI-native startups. OpenAI recently announced a multi-year partnership with Cerebras, to deploy 750 megawatts of scale, transforming key workloads with ultra high-speed inference. 
Thanks to the groundbreaking wafer-scale architecture, Cerebras Inference offers the fastest Generative AI inference solution in the world, over 10 times faster than GPU-based hyperscale cloud inference services. This order of magnitude increase in speed is transforming the user experience of AI applications, unlocking real-time iteration and increasing intelligence via additional agentic computation.
About The Role
Cerebras is seeking passionate and talented Software Engineers to join our innovative team – you will be placed with a specific team based on your skills, experience, and team needs. This is a general overview of our job duties, but each team has a different set of responsibilities based on what they work on - you will find out more about team placement and work during your interview process. 
Responsibilities 
Collaborate with world-class engineers on real-world challenges across the software stack. 
Design, implement, and test software solutions that directly impact system performance and usability. 
Learn and contribute across multiple layers of a fully integrated AI-accelerated system. 
Gain hands-on experience with advanced hardware, compilers, distributed systems, and ML frameworks. 
Required Qualifications 
Recently graduated or enrolled in a university program with a degree in Computer Science, Computer Engineering, or other related disciplines (graduating 2026). This is a new graduate position. 
Strong problem-solving skills and excellent communication skills.  
Proficient in one or more programming language – exposure and experience with C++ is an asset.  
Hybrid role in Sunnyvale, CA.
 ",2026-03-16,Greenhouse,https://job-boards.greenhouse.io/earlytalentcerebras/jobs/7621174003
1c252dcd-1fbe-448c-a115-87f6c8c38813,"Software Engineer, C++ (New Grad Summer 2026)",Freeform,"Los Angeles, CA",On-site,New Grad,"Responsibilities:  
Architect and develop software for an advanced, production-scale metal 3D printing factory 
Work with process, control, and mechanical engineers to integrate control algorithms into production software 
Improve and scale out high-rate data acquisition, storage, and retrieval systems 
Implement processes for converting customer part geometries into machine print instructions 
Basic Qualifications:  
Bachelor's degree in computer science or computer engineering from an ABET accredited university or college 
Internship or engineering club experience such as FSAE, Baja SAE, solar car, rocket club, robotics club, hackathons, or similar programming with C/C++ 
Nice to Have:  
Advanced degree (Master's, PhD) in computer science or computer engineering 
Experience interfacing with microcontrollers, FPGA, or GPU computing hardware 
Experience developing embedded or real-time software systems 
Experience writing software for industrial automation systems, rockets, spacecrafts, robotics, or related hardware that operates with the physical world 
Experience working in a Linux or RTOS environment 
Comfortable working in fast-paced, ambiguous environments and iterating quickly (comfortable building the plane as we fly it) 
Strong communicator who collaborates across disciplines and proactively seeks support when needed 
Willing to take ownership of tasks big and small, with a hands-on, problem-solving mindset 
Strong work ethic with a refuse-to-fail mindset 
Demonstrated indicators of excellence and/or achieving success against adversity (i.e. top academic performance, leadership in engineering clubs, first-generation college student, or other examples of resilience and achievement) 
Location:  
Based in Hawthorne, our vertically integrated facility brings technology development, R&D, and production together under one roof. We operate at the center of LA’s deep tech ecosystem, surrounded by some of the most ambitious hardware innovation happening anywhere in the country.
What We Offer:  
We have an inclusive and diverse culture that values collaboration, learning, and making deliberate data-driven decisions. 
We offer a unique opportunity to be an early and integral member of a rapidly growing company that is scaling world-changing technology.  
Benefits  
Significant stock option packages 
100% employer-paid Medical, Dental, and Vision insurance (premium PPO and HMO options) 
Life insurance 
Traditional and Roth 401(k) 
Relocation assistance provided 
Paid vacation, sick leave, and company holidays 
Generous Paid Parental Leave and extended transition back to work for the birthing parent 
Free daily catered lunch and dinner, and fully stocked kitchenette 
Casual dress, flexible work hours, and regular catered team building events 
Compensation  
Our intent is to offer a salary that is commensurate for the company’s current stage of development and allows the employee to grow and develop within a role. 
In addition to the significant stock option package, the estimated salary range for this role is $115,000-$125,000, dependent on the candidate’s education and experience. 
Freeform is an Equal Opportunity Employer that values diversity; employment with Freeform is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status. 
",3/12/2026,Greenhouse,https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7551045003
42763850-3347-437f-a03f-b5af604694c2,"Software Engineer, University Grad",Glean,"Palo Alto, CA or San Francisco, CA",Hybrid,University Grad,"About the Role:
Are you a recent university graduate with a passion for software engineering and a desire to make a difference in the tech world? We are seeking highly motivated and creative graduates to join our team in various software engineering roles: Backend Engineer, Product Engineer, and ML Engineer. As a University Graduate Software Engineer, you will participate in designing, developing, and maintaining software solutions that power our products and services. Team placements will be made at the end of the process based on interest and open roles.
 
You will:
Own impactful infrastructure problems from inception and architecture to production launch
Write well thought out design documents and ship robust, high-quality, well-tested code
Work collaboratively with a strong team to identify the most impactful projects we should be prioritizing in our roadmap
Mentor more junior engineers and learn from experienced ones
You are:
Undergraduate/graduate degree in Computer Science, or related degree - degree must be completed before joining
Strong coding skills (e.g., Go, Python, Java, Javascript, or C++) with solid understanding of data structures, algorithms, and software design principles
Experience working on infrastructure for distributed systems or cloud-native applications
Experience building and shipping ML models and/or solving NLP problems
A team player who thrives in a fast-paced, customer-focused environment, with a passion for learning and staying current with industry trends
Location: 
This role is hybrid (3-4 days a week in our Palo Alto or San Francisco office)
Benefits
The standard base salary range for this position is $140,000 - $150,000 annually. Compensation offered will be determined by factors such as location, level, job-related knowledge, skills, and experience. Certain roles may be eligible for variable compensation, equity, and benefits.
We offer a comprehensive benefits package including competitive compensation, Medical, Vision, and Dental coverage, generous time-off policy, and the opportunity to contribute to your 401k plan to support your long-term goals. When you join, you'll receive a home office improvement stipend, as well as an annual education and wellness stipends to support your growth and wellbeing. We foster a vibrant company culture through regular events, and provide healthy lunches daily to keep you fueled and focused.
We are a diverse bunch of people and we want to continue to attract and retain a diverse range of people into our organization. We're committed to an inclusive and diverse company. We do not discriminate based on gender, ethnicity, sexual orientation, religion, civil or family status, age, disability, or race.
 ",3/12/2026,Greenhouse,https://job-boards.greenhouse.io/gleanwork/jobs/4592324005
91c7cd87-4fff-402f-98d1-b6cde0bf3e10,Software Engineer - New Grad,Scale AI,"San Francisco, CA",Full-time,New Grad,"Example Projects:
Ship tools to accelerate the growth of new qualified contributors on Scale’s labeling platform
Build methodical fraud-detection systems to remove bad actors and keep Scale’s contributor base safe and trusted. 
Use models to estimate the quality of tasks and labelers, and guarantee quality on requests at large scale.
Devise advanced matching algorithms to match labelers to customers for optimal turnaround and accuracy.
Build methods to automatically measure, train, and optimally match labelers to tasks based on performance
Create optimized and efficient UI/UX tooling, in combination with ML algorithms, for 100k+ labelers to complete billions of complex tasks
Develop new AI infrastructure products to visualize, query, and explore Scale data
Create a customer service RAG application that handles 1000s of questions a day
Integrate a cutting-edge ML model that predicts churn with a customer's retention system
 
Requirements:
A graduation date in Fall 2025 or Spring 2026 with a Bachelor’s degree (or equivalent) in a relevant field (Computer Science, EECS, Computer Engineering, Statistics) 
Product engineering experience such as building web apps full-stack, integrating with relevant APIs and services, talking to customers, figuring out ‘what’ to build and then iterating
Previous Product/Software Engineering Internship experience 
Track record of shipping high-quality products and features at scale
Experience building systems that process large volumes of data
Experience with Typescript, React, Python and/or MongoDB
Compensation packages at Scale for eligible roles include base salary, equity, and benefits. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position, determined by work location and additional factors, including job-related skills, experience, interview performance, and relevant education or training. Scale employees in eligible roles are also granted equity based compensation, subject to Board of Director approval. Your recruiter can share more about the specific salary range for your preferred location during the hiring process, and confirm whether the hired role will be eligible for equity grant. You’ll also receive benefits including, but not limited to: Comprehensive health, dental and vision coverage, retirement benefits, a learning and development stipend, and generous PTO. Additionally, this role may be eligible for additional benefits such as a commuter stipend.
The base salary range for this full-time position in the location of San Francisco is:
$124,000 - $155,000 USD
PLEASE NOTE: Our policy requires a 90-day waiting period before reconsidering candidates for the same role. This allows us to ensure a fair and thorough evaluation of all applicants.
",3/12/2026,Greenhouse,https://job-boards.greenhouse.io/scaleai/jobs/4605996005
e274d44c-5cde-436b-8f4a-6f6b22b14cfc,Associate Software Engineer - hybrid (.NET or Java or Python),CyberArk,"Santa Clara, CA",Full-time,Entry Level,"Job Description
We are looking for an entry-level Software Engineer who is eager to learn and grow in the areas of scalable system development and identity/authentication technologies. In this role, you will work with experienced engineers to build core components of our platform, help improve system performance, and contribute to features used by customers at scale. 
This is a great opportunity for someone early in their career who wants hands-on experience building cloud-based, distributed systems while learning best practices in identity, security, and modern software development. This position is a hybrid role based in Santa Clara, CA, requiring 2–3 days per week onsite. Relocation assistance is not available.
Responsibilities: 
Work with senior engineers to design, develop, and test software components for our identity and scalability platform. 
Assist in implementing features, APIs, and backend services under guidance. 
Write clean, maintainable, and well-structured code following team standards. 
Participate in code reviews, learning how to write efficient and scalable software. 
Help investigate and resolve bugs or performance issues with the support of the team. 
Contribute to improving documentation, test coverage, and development workflows. 
Learn and apply modern development practices, including test-driven development and automation. 
Collaborate with product, QA, and infrastructure teams to understand requirements and deliver reliable solutions.
 
#LI-JH1
#LI-Hybrid
Qualifications
Bachelor’s degree in computer science, Engineering, or related technical discipline, or equivalent experience. 
Foundation in programming concepts and experience with .NET technologies (e.g., .NET / .NET Core or similar frameworks). 
Basic understanding of web technologies and building or consuming web services (REST APIs). 
Familiarity with databases (SQL or NoSQL) and interest in learning caching systems like Redis. 
Exposure to cloud platforms (AWS, GCP, or Azure) through coursework, projects, or internships is a plus. 
Interest in identity/authentication standards such as OAuth, OpenID Connect, or SAML (prior experience not required). 
Strong problem-solving skills and willingness to learn new tools, technologies, and concepts. 
Good communication skills and a collaborative mindset. 
Additional Information
CyberArk is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status. 
We are unable to sponsor or take over sponsorship of employment Visa at this time.
The salary range for this position is $88,000 – $130,000/year, plus discretionary bonus, which will be based on the employee’s performance. Base pay may also vary considerably depending on job-related knowledge, skills, and experience. The compensation package includes a wide range of medical, dental, vision, financial, and other benefits.  ",3/9/2026,SmartRecruiters,https://jobs.smartrecruiters.com/Cyberark1/744000109318225-associate-software-engineer-hybrid-net-or-java-or-python-
1ab4eddc-5cfd-4202-875b-89de29360aaf,Full-Stack Software Engineer (New Grad) – Remote,SpruceID,Remote (United States),Full-time,New Grad,"About SpruceID
SpruceID builds privacy-preserving, standards-based digital identity and credentialing solutions that give individuals control of their information while enabling governments and enterprises to deliver secure, interoperable services. We partner with public-sector organizations to modernize how identity is issued, verified, and used.

The Opportunity
We're looking for multiple Full-Stack Engineers to join our forward-deployed engineering team. You'll work alongside experienced engineers and directly with state governments, public sector partners, and enterprise clients to help design, build, and deploy impactful identity solutions.

This is an ideal role for a recent graduate who wants to grow quickly while working on technology that matters. You'll gain hands-on experience across the full stack, learn from senior engineers, and contribute to systems that serve millions of people.
This is a fully remote role open to candidates based in the United States.

What You'll Do
- Collaborate with customer delivery leads, engineers, and UX designers on real-world deployments.
- Build full-stack features for state governments and public sector partners, with guidance from senior engineers.
- Learn to translate customer requirements into technical solutions and production-ready systems.
- Develop backend services and web applications that meet public sector security, privacy, and accessibility standards.
- Contribute to codebases spanning backend, mobile, and browser environments.
- Participate in customer deployments and learn the full lifecycle of software delivery.
- Engage with open identity standards and privacy-focused engineering practices.

Our Commitment to Your Growth
We believe in investing in early-career engineers. As a new grad at SpruceID, you'll receive:
- Dedicated mentorship from senior engineers who will guide your technical development.
- Structured onboarding to get you up to speed on our stack, our standards, and our customers.
- Regular 1:1s and feedback to help you set and achieve career goals.
- Opportunities to own projects as you grow, with appropriate support and guardrails.
- Exposure to the full product lifecycle—from customer discovery to production deployment.

We're not looking for someone who already knows everything. We're looking for someone eager to learn, humble enough to ask questions, and motivated to do meaningful work.

Qualifications
- Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field (recent graduates welcome).
- Foundational experience with backend development in a statically typed language (Rust, Go, C#, Java, or similar)—coursework, internships, or personal projects count.
- Demonstrated ability to learn quickly and work collaboratively.
- Strong communication skills and genuine interest in working with customers and stakeholders.
- Appreciation for open-source software, clean code, and thoughtful engineering.
- Based in the U.S. (or willing to relocate without visa assistance - TN are ok) and excited to contribute to impactful public sector work.

Nice to Have
- Internship or project experience in full-stack development.
- Exposure to cloud platforms (AWS, GCP, or Azure) through coursework or side projects.
- Interest in digital identity, cryptography, data privacy, or security.
- Familiarity with modern web frontends (React, TypeScript, or similar).
- Familiarity with databases (PostgreSQL), APIs (REST or GraphQL), or CI/CD concepts.
- Contributions to open-source projects or hackathon participation.
- Coursework or interest in accessibility, usability, or inclusive design.
- Any exposure to government technology, civic tech, or high-compliance environments.

",3/9/2026,Lever,https://jobs.lever.co/sprucesystems/c683a712-7a5a-4bed-b580-f899998f044a
a579f84f-6d83-432c-ab27-6b5abf499a91,"Software Engineer, New Grad",Palantir Technologies,"New York, NY",Full-time,New Grad,"
The Role

Software Engineers at Palantir build software at scale to transform how organizations around the world use data. In this role, you’ll have an opportunity to grow more quickly than you ever envisioned as you contribute high-quality code directly to Palantir Gotham, Palantir Apollo, or Palantir Foundry: products that are deployed at some of the most important institutions across the public and private sectors. You'll create features used by research scientists, aerospace engineers, intelligence analysts, and economic forecasters in countries around the world. Palantir's Product Development organization is made up of small teams of Software Engineers, each focusing on a specific aspect of a product. For example, you might join a team that builds a Foundry front-end application, or a component of the Gotham release infrastructure. We encourage communication and collaboration among teams to share context, skills, and experience, so you'll also have the opportunity to learn about other business areas.

Core Responsibilities

As a Software Engineer, you are involved throughout the product lifecycle - from idea generation, design, and prototyping, to execution and shipping, all while also being paired with a mentor dedicated to your growth and success. You'll collaborate closely with technical and non-technical counterparts to understand our customers' problems and build products that tackle them. One of the most effective ways to understand what our users need is to meet them. You may receive an opportunity to tour the assembly line at an auto-manufacturer or join a counter-terror analyst at their desk to really understand their mission and difficulties.

SWE principles include:

• Ownership: We see projects through from beginning to end in spite of obstacles we may encounter.
• Collaboration: We work internally with people from a variety of backgrounds — such as other Software Engineers, Product Managers, Designers and Product Reliability Engineers. We also partner with our business development teams (Forward Deployed Engineers, Deployment Strategists) in order to understand and solve our customers' problems.
• Trust: We trust each other to effectively handle time and priorities, and don't micromanage. We want people to have the space to think for themselves, while feeling supported by their team.


Technologies We Use

It doesn’t matter what languages you know when you join us; what matters is that you can write clean, effective code and learn new languages quickly. Our software is constantly evolving, so we need engineers who can do the same. Alongside peers that bring diverse experience - whether you’re a former university Teaching Assistant, switched to computer science recently, or are a hackathon enthusiast — you'll build your skills to apply the best technology to solve a given problem. Right now, we use:

• A variety of languages, including Java and Go for backend and Typescript for frontend
• Open-source technologies like Cassandra, Spark, Elasticsearch, React, and Redux
• Industry-standard build tooling, including Gradle and GitHub
What We Value
Ability to communicate and collaborate with a variety of individuals, including engineers, users and non-technical team members.
Willingness to learn and make decisions independently, and the ability to ask questions effectively.
Active US Security clearance, or eligibility and willingness to obtain a US Security clearance.
What We Require
Engineering background in fields such as Computer Science, Mathematics, Software Engineering, and Physics.
Familiarity with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.
Experience coding in programming languages, such as Java, C++, Python, JavaScript, or similar languages.
To apply, please submit the following:
An updated resume / CV - please do so in PDF format.
Thoughtful responses to our application questions.",3/9/2026,Lever,https://jobs.lever.co/palantir/94984771-0704-446c-88c6-91ce748f6d92
c6cd42fb-fffa-42a4-bc79-6f2763969158,"Software Engineer, New Grad - Production Infrastructure",Palantir Technologies,"New York, NY",Full-time,New Grad,"The Role

Software Engineers at Palantir drive large-scale transformation through data, AI and world-leading infrastructure that supports mission-critical workloads. In this role, you’ll have an opportunity to grow more quickly than you ever envisioned as you contribute high-quality code directly to:

• Rubix and Apollo, platforms deployed at the most important institutions across the public and private sectors
• Shaping Mission Manager, our new internal-infrastructure business line, used by advanced civil and defense agencies worldwide to power their infrastructure in highly sensitive environments
• Building the core capabilities used by advanced civil and defense agencies worldwide to power their infrastructure
• Providing the substrate on which Palantir deploys its other platforms, Foundry and Gotham, which power workflows for research scientists, aerospace engineers, intelligence analysts and economic forecasters

You’ll join our Production Infrastructure organization, made up of small teams of engineers working on:

• Environment Platform: a Kubernetes-based PaaS spanning hundreds of production clusters
• Apollo: secure, fleet-wide deployment and change-management for complex microservice suites
• Signals: our full suite of observability and alerting tools


Core Responsibilities

As a Software Engineer at Palantir, you’ll own every phase of the product lifecycle—from generating ideas and designing prototypes to executing features and shipping releases—while being paired with a dedicated mentor who champions your growth. You’ll work hand-in-hand with both technical and non-technical colleagues to uncover real customer problems and deliver solutions that address them. To gain firsthand insight, you might sit side-saddle at a military exercise or partner directly with vendors using Palantir’s Apollo & Rubix to put our software into the hands of warfighters and government workers.

SWE principles include:

• Ownership: We see projects through from beginning to end in spite of obstacles we may encounter.
• Collaboration: We work internally with people from a variety of backgrounds — such as other Software Engineers, Product Managers, Designers and Product Reliability Engineers. We also partner with our business development teams (Forward Deployed Engineers, Deployment Strategists) in order to understand and solve our customers' problems.
• Trust: We trust each other to effectively handle time and priorities, and don't micromanage. We want people to have the space to think for themselves, while feeling supported by their team.


Technologies We Use

It doesn’t matter what languages you know when you join us; what matters is that you can write clean, effective code and learn new languages quickly. Our software is constantly evolving, so we need engineers who can do the same. Alongside peers that bring diverse experience - whether you’re a former university Teaching Assistant, switched to computer science recently, or are a hackathon enthusiast — you'll build your skills to apply the best technology to solve a given problem. Right now, we use:

• A variety of languages, including Java and Go for backend and Typescript for frontend
• Open-source technologies like Kubernetes, Cilium, Envoy, Grafana, React, and Redux
• Industry-standard tooling, including Gradle and GitHub, and agentic tools like Windsurf & Cline
What We Value
Ability to communicate and collaborate with a variety of individuals, including engineers, users and non-technical team members.
Willingness to learn and make decisions independently, and the ability to ask questions effectively.
Active US Security clearance, or eligibility and willingness to obtain a US Security clearance.
What We Require
Engineering background in fields such as Computer Science, Mathematics, Software Engineering, and Physics.
Familiarity with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.
Experience coding in programming languages, such as Java, C++, Python, JavaScript, or similar languages.",3/9/2026,Lever,https://jobs.lever.co/palantir/e1a6c138-98bf-45e2-97f7-2c70371cc38a
01d3ac27-3b23-4781-8bd0-db37cd9a1256,"Software Engineer, Integration and Distributed Systems",Velo3D,"Fremont, CA",Full-time,Junior,"Position Overview:
As a Junior Software Engineer on our Integration and Distributed Systems team, you’ll help build the tools that power large-scale computation behind our printing workflows. Turning complex build geometry into print instructions requires running heavy workloads across AWS and compute clusters, and we provide systems that make this process reliable and easy to manage. In this role, you’ll work on job monitoring, error reporting, retries, and other core services, while collaborating closely with customers to support adoption and continuously improve the experience.
Responsibilities
Extend our existing tools to handle integrations with third party simulation software
Maintain and improve our tools for running jobs on AWS.
Bring our cluster tools up to parity with our AWS tools.
Requirements
Experience with C++ or other compiled language
Familiarity working in a structured development environment (revision control, code review etc)
Familiarity with parallel and concurrent systems
Facility with command line tooling
Nice to Haves
Experience with AWS
Experience with linux
Experience with geometric computation
About the Company:
 
Velo, Velo3D, Sapphire and Intelligent Fusion are registered trademarks of Velo3D, Inc. Without Compromise, Flow, Flow Developer, and Assure are trademarks of Velo3D, Inc.
 
With the only SupportFree laser powder bed fusion capability, we enable on-demand manufacturing of production quality Titanium, Inconel, and Aluminum parts with an unprecedented degree of design freedom and quality control. The VELO3D award-winning solution includes an integrated offering of hardware and software: Sapphire® metal AM production printer, Flow™ print preparation software, Assure™ quality assurance and control system, and an integrated manufacturing process that runs throughout the printing operation.
 
Our team enjoys excellent benefits including healthcare coverage and 401(K) employer contributions. We believe in transparency and recognizing exceptional efforts through our monthly all-hands meetings and team member appreciation awards.
 
Our job titles may span more than one career level. The starting base salary for this full-time position is between $104,000 and $130,000. This salary range reflects the minimum and maximum target for this position in the U.S. The actual base pay is dependent upon many factors, such as work experience, job-related skills, related education, work location, and market demands. The base pay range is subject to change and may be modified in the future. In addition to a competitive base salary and a comprehensive benefits package, this position may be eligible for other forms of compensation such as participation in a bonus and equity program, as applicable.
 
Velo3D provides equal employment opportunities to all employees and applicants for employment without regard to, and prohibits discrimination and harassment based on, race, color, religion, age, sex, national origin, disability, medical condition, genetic information, military or veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
 ",3/6/2026,Lever,https://jobs.lever.co/velo3d/75689159-f92e-4c17-813a-7e6715f1f2e6
